haplotype,p0,p1,p5,p50,p95,p99,p100
HLA-DRB103:03,830,1087.0040000000004,2115.02,13911.41,21833.962,22583.0644,22770.34
HLA-DRB103:05,3193.37,3206.8763,3260.9015,10582.485,24205.428999999993,26474.645800000002,27041.95
HLA-DRB104:01,178.93,276.3775000000001,666.1675,8827.71,14809.7075,14900.229500000001,14922.86
HLA-DRB104:02,7334.3,7344.335,7384.475,22607.445,37974.960999999996,40551.6322,41195.8
HLA-DRB104:03,9494.27,10130.929100000001,12677.5655,30906.420000000002,39693.52799999999,40060.0656,40151.7
HLA-DRB104:04,3646.87,4336.2556,7093.798,15340.92,33197.888999999996,34302.1458,34578.21
HLA-DRB104:05,1746.81,2198.8368,4006.9439999999995,11391.529999999999,18252.969499999992,20990.0099,21674.27
HLA-DRB104:06,2149.86,2609.9193000000005,4450.1565,18867.945,25307.057,25897.291400000002,26044.85
HLA-DRB104:07,3635.53,3734.4535000000005,4130.1475,34509.15,41624.595499999996,42769.61510000001,43055.87
HLA-DRB104:11,4486.76,5334.029000000001,8723.105,28653.35,39563.703499999996,41628.8687,42145.16
HLA-DRB107:01,2371.69,2375.2891000000004,2389.6855,11594.205,28106.848499999993,29705.489700000002,30105.15
HLA-DRB108:01,2489.58,2673.6714,3410.037,8131.555,15296.067499999996,16624.053499999998,16956.05
HLA-DRB108:02,1837.83,1897.8663000000001,2138.0115,12036.34,21855.589499999995,22884.6459,23141.91
HLA-DRB108:03,5004.73,5848.8355,9225.2575,29609.655,40068.008499999996,42073.809700000005,42575.26
HLA-DRB109:01,1231.58,1241.9993,1283.6765,5512.605,13930.271499999995,15670.9903,16106.17
HLA-DRB110:01,4418.58,4472.3784,4687.572,18341.055,34034.568499999994,35200.7057,35492.24
HLA-DRB111:01,40.77,431.3529000000004,1993.6844999999998,15569.46,29543.215999999993,32558.6912,33312.56
HLA-DRB111:02,4537.05,4736.9139000000005,5536.369500000001,12142.900000000001,27958.897999999997,28879.9796,29110.25
HLA-DRB111:03,1155.71,1156.3706,1159.013,7854.63,23742.1075,24464.8615,24645.55
HLA-DRB111:04,5311.51,5351.2144,5510.032,18347.905,28194.546499999997,28854.941300000002,29020.04
HLA-DRB112:01,1139.56,1158.712,1235.32,8067.495,13582.699,13692.707799999998,13720.21
HLA-DRB112:02,2570.66,2634.2135,2888.4275,12935.72,26469.96699999999,31125.5374,32289.43
HLA-DRB113:01,122.62,131.41660000000002,166.603,11519.075,24102.834,24644.6628,24780.12
HLA-DRB113:02,131.35,234.2236000000001,645.7180000000001,7498.969999999999,19628.748999999996,21283.589799999998,21697.3
HLA-DRB113:03,3044.64,3062.2368,3132.624,12200.805,32907.948,34262.253600000004,34600.83
HLA-DRB113:04,3095.25,3110.9991,3173.9955,12305.645,33021.665499999996,34372.46110000001,34710.16
HLA-DRB114:01,65.06,148.38380000000006,481.679,5655.48,9269.196999999998,9626.9434,9716.38
HLA-DRB114:02,2622.36,3045.8451000000005,4739.7855,20246.589999999997,27879.273499999996,28421.0627,28556.51
HLA-DRB115:01,416.57,489.4079000000001,780.7595,9332.605,30441.311999999998,31058.366400000003,31212.63
HLA-DRB115:02,3111.19,3355.5103000000004,4332.791499999999,15531.54,22695.9755,22721.2511,22727.57
HLA-DRB115:03,2399.72,3080.5727000000006,5803.9835,23205.985,32881.614499999996,33872.9069,34120.73
HLA-DRB116:01,1741.51,2147.6548000000003,3772.2339999999995,17816.43,28643.517999999996,29246.575600000004,29397.34
HLA-DRB116:02,559.73,635.5514000000001,938.837,5481.375,14519.677499999993,16911.4635,17509.41
HLA-DRB301:01,2948.88,3013.2669,3270.8145,9559.9,15160.318,15870.295600000001,16047.79
HLA-DRB302:02,6886.86,6932.662799999999,7115.874,26470.31,33426.588,33599.1576,33642.3
HLA-DRB303:01,332.97,589.6140000000003,1616.19,7889.215,28060.098499999993,30570.5477,31198.16
HLA-DRB401:01,1116.42,1498.7598000000005,3028.1189999999997,11667.195,27994.3075,28316.741499999996,28397.35
HLA-DRB401:03,984.92,1094.0927000000001,1530.7835,6604.469999999999,13995.9005,14207.8361,14260.82
HLA-DRB501:01,4704.89,4814.5865,5253.3724999999995,17600.78,27287.33299999999,28886.5466,29286.35
HLA-DRB501:02,704.78,906.6842000000001,1714.301,8880.97,16858.3775,17183.7635,17265.11
HLA-RT11:01,355.55,452.5349000000001,840.4745,3858.025,12525.157,12777.063400000001,12840.04
Mamu-DRB01,498.89,505.16749999999996,530.2774999999999,1655.1750000000002,3848.2490000000003,3885.1058,3894.32
Mamu-DRB104:06,1548.15,1707.9909000000002,2347.3545,5533.8499999999995,9027.479999999998,9697.007999999998,9864.39
