q,ic50
0,267.78
0.01,2445.0737
0.02,3317.9042000000004
0.03,3983.0307000000003
0.04,4614.051600000001
0.05,5135.0465
0.06,5623.098599999999
0.07,6099.1373
0.08,6602.480799999999
0.09,7090.0983
0.1,7478.658
0.11,7869.8749
0.12,8323.778
0.13,8677.746900000002
0.14,9086.485999999999
0.15,9370.456
0.16,9688.8484
0.17,10017.788800000002
0.18,10319.1458
0.19,10642.693599999999
0.2,10921.212
0.21,11195.6998
0.22,11433.0312
0.23,11672.118199999999
0.24,11983.608
0.25,12268.9675
0.26,12507.6992
0.27,12765.264899999998
0.28,13003.426800000001
0.29,13223.9568
0.3,13430.899
0.31,13648.6914
0.32,13816.5504
0.33,14014.9294
0.34,14189.5988
0.35000000000000003,14380.562000000002
0.36,14528.0848
0.37,14724.579099999999
0.38,14899.658200000002
0.39,15099.7997
0.4,15263.004
0.41000000000000003,15421.791799999999
0.42,15603.677
0.43,15801.6613
0.44,15985.572800000002
0.45,16133.021
0.46,16289.3426
0.47000000000000003,16449.306900000003
0.48,16599.4848
0.49,16749.4397
0.5,16902.175000000003
0.51,17050.0196
0.52,17198.4684
0.53,17348.4264
0.54,17477.155
0.55,17627.3345
0.56,17770.99
0.5700000000000001,17903.3561
0.58,18036.2336
0.59,18168.2241
0.6,18312.226
0.61,18453.532300000003
0.62,18584.842
0.63,18747.165
0.64,18871.0512
0.65,18999.047000000002
0.66,19120.89
0.67,19265.173000000003
0.68,19402.9208
0.6900000000000001,19557.1546
0.7000000000000001,19743.983
0.71,19864.9784
0.72,19996.281600000002
0.73,20123.9848
0.74,20278.7002
0.75,20434.345
0.76,20602.59
0.77,20742.7179
0.78,20872.173
0.79,21060.3089
0.8,21240.226000000002
0.81,21403.3319
0.8200000000000001,21599.978600000002
0.8300000000000001,21775.8184
0.84,21968.1492
0.85,22189.124499999998
0.86,22444.731200000002
0.87,22692.055399999997
0.88,22914.8144
0.89,23128.541899999997
0.9,23442.020000000004
0.91,23747.2826
0.92,24104.273999999998
0.93,24423.5277
0.9400000000000001,24880.046200000008
0.9500000000000001,25334.2965
0.96,25739.193999999996
0.97,26238.258399999995
0.98,26871.0508
0.99,27547.534600000003
1,29333.6
