q,ic50
0,127.82
0.01,4299.1712
0.02,7174.803200000001
0.03,9959.318800000001
0.04,11818.952800000001
0.05,13429.8745
0.06,14891.084799999999
0.07,16259.191900000002
0.08,17418.510000000002
0.09,18211.1191
0.1,19025.268
0.11,19841.388600000002
0.12,20635.849599999998
0.13,21276.3606
0.14,21840.7
0.15,22394.91
0.16,22981.855199999998
0.17,23564.852400000003
0.18,24089.602
0.19,24516.983
0.2,24925.506
0.21,25340.1501
0.22,25693.7924
0.23,25972.4963
0.24,26312.803600000003
0.25,26678.1725
0.26,27042.802
0.27,27432.821000000004
0.28,27736.4548
0.29,27981.4509
0.3,28274.191
0.31,28563.4453
0.32,28842.7344
0.33,29095.392
0.34,29363.334800000004
0.35000000000000003,29554.209499999997
0.36,29791.0308
0.37,30022.9369
0.38,30267.6246
0.39,30456.141499999998
0.4,30632.782
0.41000000000000003,30794.3575
0.42,30979.1702
0.43,31182.2102
0.44,31365.3836
0.45,31550.374000000003
0.46,31742.3952
0.47000000000000003,31923.802600000003
0.48,32087.8588
0.49,32236.3289
0.5,32381.235
0.51,32520.7108
0.52,32658.2192
0.53,32796.880000000005
0.54,32945.518
0.55,33092.2535
0.56,33219.9572
0.5700000000000001,33359.2829
0.58,33506.2096
0.59,33650.9092
0.6,33779.022000000004
0.61,33893.5438
0.62,34035.4112
0.63,34126.50199999999
0.64,34252.7528
0.65,34380.8985
0.66,34526.571200000006
0.67,34674.109500000006
0.68,34800.0648
0.6900000000000001,34929.7733
0.7000000000000001,35043.672000000006
0.71,35142.5509
0.72,35256.7096
0.73,35368.03139999999
0.74,35481.6616
0.75,35594.8625
0.76,35704.6768
0.77,35815.6851
0.78,35926.876599999996
0.79,36053.3146
0.8,36163.496
0.81,36285.472200000004
0.8200000000000001,36402.3006
0.8300000000000001,36502.9073
0.84,36619.185600000004
0.85,36755.422000000006
0.86,36883.9398
0.87,36993.7902
0.88,37111.909999999996
0.89,37231.3808
0.9,37348.386000000006
0.91,37478.9052
0.92,37618.108
0.93,37780.68789999999
0.9400000000000001,37951.1632
0.9500000000000001,38117.52850000001
0.96,38290.13279999999
0.97,38494.2898
0.98,38761.53140000001
0.99,39158.7903
1,40545.05
