q,ic50
0,6.48
0.01,16.4494
0.02,20.849800000000002
0.03,25.0091
0.04,29.648400000000002
0.05,34.299499999999995
0.06,38.6234
0.07,42.9
0.08,47.2984
0.09,51.6737
0.1,56.226
0.11,61.12890000000001
0.12,65.8488
0.13,71.9948
0.14,77.86320000000002
0.15,83.22
0.16,88.82560000000002
0.17,96.1266
0.18,103.31819999999999
0.19,110.58859999999999
0.2,118.22400000000002
0.21,125.82699999999998
0.22,133.9968
0.23,142.1762
0.24,150.12559999999996
0.25,159.405
0.26,170.6522
0.27,179.30330000000004
0.28,192.54240000000004
0.29,205.06
0.3,218.27599999999995
0.31,231.46700000000004
0.32,246.67360000000002
0.33,261.1969
0.34,275.8466
0.35000000000000003,293.9225
0.36,313.2828
0.37,328.7334
0.38,349.21299999999997
0.39,370.1223000000001
0.4,391.8700000000004
0.41000000000000003,413.3318
0.42,433.9244
0.43,459.62099999999987
0.44,484.96040000000005
0.45,515.4254999999999
0.46,542.98
0.47000000000000003,578.7037000000003
0.48,608.9675999999997
0.49,639.6187
0.5,675.23
0.51,713.7735
0.52,753.3584000000001
0.53,790.7652
0.54,833.3652
0.55,891.3325000000002
0.56,944.9772
0.5700000000000001,989.6975000000001
0.58,1053.5173999999995
0.59,1097.5328
0.6,1151.9859999999999
0.61,1221.6495
0.62,1291.1696
0.63,1361.3651
0.64,1428.0324
0.65,1508.6065000000003
0.66,1589.676
0.67,1680.449300000002
0.68,1784.0556000000006
0.6900000000000001,1885.1013000000012
0.7000000000000001,1974.4720000000002
0.71,2091.5384999999997
0.72,2203.2383999999997
0.73,2320.0642
0.74,2442.411
0.75,2554.5875
0.76,2705.1603999999993
0.77,2854.295
0.78,3000.8064000000004
0.79,3130.1058
0.8,3326.430000000001
0.81,3508.8318000000004
0.8200000000000001,3714.145200000001
0.8300000000000001,3911.7871999999998
0.84,4160.332799999999
0.85,4368.2159999999985
0.86,4605.820199999999
0.87,4858.183999999999
0.88,5098.258400000003
0.89,5393.302100000001
0.9,5721.026000000001
0.91,6035.237100000001
0.92,6375.4412
0.93,6776.936199999998
0.9400000000000001,7234.635200000005
0.9500000000000001,7716.770500000006
0.96,8341.498399999995
0.97,8989.432799999999
0.98,9844.750600000001
0.99,11371.4076
1,16485.32
