q,ic50
0,89.03
0.01,448.774
0.02,579.6804000000001
0.03,670.2877
0.04,746.4000000000001
0.05,824.749
0.06,908.757
0.07,966.9619
0.08,1019.5156000000001
0.09,1076.128
0.1,1134.5450000000005
0.11,1187.5217000000002
0.12,1234.582
0.13,1290.1924000000001
0.14,1342.3372000000002
0.15,1386.3965
0.16,1441.7808000000002
0.17,1481.6264
0.18,1531.2643999999998
0.19,1575.7676999999999
0.2,1621.214
0.21,1665.0944
0.22,1713.4098000000001
0.23,1760.245
0.24,1805.8336
0.25,1855.5774999999999
0.26,1900.2374
0.27,1947.9648000000002
0.28,1987.9572
0.29,2042.6845999999998
0.3,2086.49
0.31,2138.9997
0.32,2187.6612
0.33,2241.8792000000003
0.34,2286.766
0.35000000000000003,2325.261000000001
0.36,2377.8107999999997
0.37,2419.4627
0.38,2467.9905999999996
0.39,2512.2481
0.4,2563.794
0.41000000000000003,2608.8025000000002
0.42,2663.88
0.43,2711.6485000000002
0.44,2756.1684000000005
0.45,2807.6795
0.46,2859.2064
0.47000000000000003,2905.9944
0.48,2952.5595999999996
0.49,3012.9655000000002
0.5,3066.99
0.51,3112.4412999999995
0.52,3170.5984
0.53,3226.0944
0.54,3276.7844
0.55,3333.9385
0.56,3394.286
0.5700000000000001,3450.1629
0.58,3519.4438
0.59,3572.3073999999997
0.6,3643.4139999999998
0.61,3693.5298999999995
0.62,3766.5848000000005
0.63,3828.9263999999994
0.64,3903.3768
0.65,3978.6585000000005
0.66,4060.2847999999994
0.67,4140.590500000001
0.68,4223.4872
0.6900000000000001,4306.417100000001
0.7000000000000001,4382.947
0.71,4459.6206
0.72,4536.536
0.73,4621.354199999998
0.74,4702.741400000001
0.75,4793.4025
0.76,4893.368799999999
0.77,4998.288100000001
0.78,5106.668
0.79,5201.052000000001
0.8,5315.160000000001
0.81,5432.899100000002
0.8200000000000001,5554.7552000000005
0.8300000000000001,5694.4285
0.84,5820.019200000001
0.85,5966.016
0.86,6115.6892
0.87,6278.836799999998
0.88,6468.2444
0.89,6653.566500000002
0.9,6865.962000000002
0.91,7120.8924
0.92,7387.236
0.93,7675.2663999999995
0.9400000000000001,7955.374400000009
0.9500000000000001,8335.100000000002
0.96,8770.173999999995
0.97,9220.011899999998
0.98,9987.014200000001
0.99,11125.576000000006
1,18191.74
