q,ic50
0,41.38
0.01,558.9937
0.02,891.5423999999999
0.03,1199.2250999999999
0.04,1474.382
0.05,1751.8720000000003
0.06,2042.6566
0.07,2284.2449000000006
0.08,2552.2632000000003
0.09,2798.6245000000004
0.1,3055.504
0.11,3321.6818
0.12,3546.2099999999996
0.13,3779.1516000000006
0.14,3980.3958000000002
0.15,4191.1055
0.16,4412.7564
0.17,4692.815700000001
0.18,4945.2044
0.19,5157.4055
0.2,5365.93
0.21,5597.7948
0.22,5822.6458
0.23,6011.964900000001
0.24,6208.888799999999
0.25,6386.5025000000005
0.26,6571.263400000001
0.27,6801.0058
0.28,7058.120800000001
0.29,7273.960299999999
0.3,7514.2880000000005
0.31,7727.0733
0.32,7915.221600000001
0.33,8107.0447
0.34,8325.5926
0.35000000000000003,8557.5085
0.36,8809.9764
0.37,9048.075
0.38,9268.114
0.39,9512.773500000001
0.4,9741.514000000001
0.41000000000000003,9970.219000000001
0.42,10211.7898
0.43,10422.4608
0.44,10654.016000000001
0.45,10875.4325
0.46,11093.0752
0.47000000000000003,11281.886600000002
0.48,11515.6176
0.49,11718.7322
0.5,11975.605
0.51,12206.9795
0.52,12447.904
0.53,12666.1833
0.54,12911.15
0.55,13232.523000000003
0.56,13491.8616
0.5700000000000001,13716.925000000001
0.58,13925.0072
0.59,14144.4133
0.6,14399.083999999999
0.61,14655.0427
0.62,14885.934000000001
0.63,15104.9293
0.64,15350.8556
0.65,15560.3385
0.66,15822.9318
0.67,16051.269400000001
0.68,16303.478400000002
0.6900000000000001,16621.182
0.7000000000000001,16909.591
0.71,17165.0274
0.72,17418.104399999997
0.73,17713.0151
0.74,18000.555
0.75,18250.6375
0.76,18520.212
0.77,18855.764300000003
0.78,19126.155
0.79,19445.4467
0.8,19826.832000000002
0.81,20127.032300000003
0.8200000000000001,20434.346200000004
0.8300000000000001,20710.1318
0.84,21053.873199999995
0.85,21361.9205
0.86,21713.5494
0.87,22135.252599999996
0.88,22466.7932
0.89,22918.946900000003
0.9,23351.93
0.91,23805.273
0.92,24253.189599999998
0.93,24767.785
0.9400000000000001,25321.140400000008
0.9500000000000001,25914.43
0.96,26648.236799999988
0.97,27723.316699999952
0.98,28796.368000000002
0.99,30319.42370000001
1,37691.29
