q,ic50
0,6.07
0.01,47.1862
0.02,72.8586
0.03,101.35609999999998
0.04,123.2008
0.05,149.6505
0.06,175.9692
0.07,200.14720000000003
0.08,230.57680000000002
0.09,258.95480000000003
0.1,290.944
0.11,326.4506
0.12,358.278
0.13,390.1173000000001
0.14,422.925
0.15,460.943
0.16,496.6584000000001
0.17,534.4245000000001
0.18,575.6786
0.19,622.1322
0.2,665.3720000000002
0.21,707.1995
0.22,757.6274000000001
0.23,805.7777
0.24,856.2351999999998
0.25,907.19
0.26,971.4556000000001
0.27,1020.9400999999999
0.28,1081.9848000000002
0.29,1135.6617999999999
0.3,1197.885
0.31,1258.9042
0.32,1325.7488
0.33,1388.4064
0.34,1444.47
0.35000000000000003,1516.0725
0.36,1605.0144
0.37,1687.7657000000002
0.38,1752.0249999999999
0.39,1834.2491
0.4,1906.9500000000003
0.41000000000000003,1994.5453
0.42,2078.8399999999997
0.43,2173.185
0.44,2275.4112000000005
0.45,2356.825
0.46,2442.3697999999995
0.47000000000000003,2548.8736
0.48,2639.4619999999995
0.49,2758.3761
0.5,2866.485
0.51,2982.5431
0.52,3139.9232
0.53,3251.1415000000006
0.54,3368.7808
0.55,3494.798000000001
0.56,3620.1424
0.5700000000000001,3744.9013000000004
0.58,3879.8068
0.59,4024.7048999999997
0.6,4150.544
0.61,4292.4619999999995
0.62,4445.119
0.63,4583.6021
0.64,4749.636
0.65,4904.414000000001
0.66,5065.8
0.67,5257.329800000006
0.68,5457.5716
0.6900000000000001,5656.191900000002
0.7000000000000001,5857.896000000002
0.71,6049.7506
0.72,6305.9836
0.73,6538.0795
0.74,6784.2794
0.75,7027.03
0.76,7312.950799999999
0.77,7600.859700000001
0.78,7855.361199999999
0.79,8194.693599999999
0.8,8511.692000000001
0.81,8803.50700000001
0.8200000000000001,9177.1112
0.8300000000000001,9637.5404
0.84,9976.5708
0.85,10427.702500000001
0.86,10856.606599999997
0.87,11301.304699999991
0.88,11894.950000000004
0.89,12517.851400000001
0.9,13143.757000000007
0.91,13816.666100000002
0.92,14660.916000000001
0.93,15305.949499999997
0.9400000000000001,16218.424200000005
0.9500000000000001,17199.37750000001
0.96,18324.260399999985
0.97,19783.529300000002
0.98,21776.38600000002
0.99,24923.47770000002
1,38367.37
